question,Cluster_Label
who is a brahmin? what are the qualities of a brahmin?,4
who is a kshatriya? what are the qualities of a kshatriya?,4
who is a shudra? what are the qualities of a shudra?,4
what happens to those who are devoted to their duty?,37
how can we reach perfection? how can we acquire power?,9
is it alright to do things out of force? should we do what we are truly good at or what others want us to do?,41
should we give up our work if we are unable to do it perfectly? should we give up our work if we are unable to do it well?,15
what happens to those who are unattached? what happens to those who are detached? what happens to those who are free from all desires?,37
where does krishna talk about the process of attaining brahman?,50
how can we attain brahman?,50
does solitude help in attaining brahman?,50
is ego a hindrance in attaining brahman?,50
what happens to those who attain the state of brahman?,37
what is the primary ingredient for spiritual growth? is bhakti useful for spiritual growth? is bhakti necessary for spiritual growth?,36
is god's grace required for spiritual growth?,36
what is the concept of surrender? why should we surrender to god?,48
is god kind to his devotees? what happens if we do not pay heed to god?,48
was it possible for arjuna to actually give up fighting in the war?,18
is there free will? is destiny more powerful than free will? are we free to decide what to do?,56
does god reside in all beings?,27
why should we worship god? why should we pray to god? what happens by prayer or worship?,10
was arjuna free to decide not to fight?,18
why did krishna teach the knowledge of yoga to arjuna? why did krishna choose arjuna to deliver his message?,44
what did krishna ask arjuna to do finally? did krishna assure arjuna of victory in the war?,18
did krishna assure arjuna of liberation or salvation? what is the core message of the gita? what is the essence of the gita? what is the most important verse in the gita?,44
should the knowledge of yoga be imparted to everybody?,23
what happens to those who spread the message of the gita?,49
does god like those who serve others?,48
what happens to those who indulge in dialogue and debate about the scriptures? is it advisable to indulge in dialogue and debate abou the scriptures?,37
what happens to those who listen to this knowledge with faith?,37
what did krishna finally ask arjuna at the end of the gita?,44
did arjuna's delusion get destroyed?,26
did sanjaya have any physical signs of emotion after completion of the gita?,34
by whose grace did sanjaya get to hear the gita?,34
was sanjaya happy after hearing the full gita?,34
why was sanjaya happy after hearing the full gita?,34
what did sanjaya predict about the war?,34
when does yoga commence? when should i start doing yoga?,23
what is the purpose of yoga?,23
what is the end result of yoga practice?,23
what is the usual state of our awareness? how does the mind behave when it is not controlled?,20
what are the different types of thoughts? how many types of mental modifications are there? into how many categories can our thoughts be divided?,63
what are the five types of mental modifications? what are the five kinds of thoughts in yoga?,38
what constitutes right perception? what are the methods to acquire right perception? what is right perception?,63
what is wrong knowledge? what is error?,2
define imagination? what is imagination? what is fantasy?,63
define the state of mind in sleep? what is sleep state? is sleep a mental modification?,25
define memory? what is memory?,63
what are the methods to achieve the goal of yoga? what are the methods to quieten the fluctuations of the mind? what are the means to calm your thoughts? what is the importance of practice and dispassion?,31
define practice? what is 'practice'?,41
define the characteristics of 'practice'? what are the features of 'practice'? what kind of practice quietens the fluctuations of the mind?,38
what constitutes dispassion or detachment? what are the characteristics of dispassion? what are the signs of successful dispassion?,31
what is the attribute of an elevated level of dispassion? what happens when highest level of dispassion is reached?,38
what are the levels of meditative absorbtion? what are the stages of meditative absorbtion?,38
what is the last level of meditative absorption? what happens at the highest level of meditative absorption?,38
what happens if the meditative absorption is incomplete?,38
what are the various paths to realisation?,9
does intense practice help in achieving realisation?,41
what are the various levels of yoga practice?,23
what is the other singular path to achieve the (highest level of) meditative absorption? do yogis believe in god? does praying to god help in yoga? how does praying to god help?,38
what is the nature of god?,27
describe the characteristics of god?,27
who is considered as the primordial teacher? who is considered as the original teacher? who is considered as the primordial master? who is considered as the original master? who is considered as the primordial guru? who is considered as the original guru?,31
what name represents god? what sound represents god? what is god's name?,27
how should one take the name of god? what is the effective way to utter the name of god?,10
what is the benefit of taking the name of god? what happens if one utters god's name in the prescribed manner?,10
how many kinds of distractions of mind are there? what are the types of barriers in the path of yoga?,38
what are the effects of a distracted mind? what symptoms create the barriers on the path of yoga?,38
what singular factor can alleviate the distractions of mind? how can one combat distractions of mind and its accompanying symptms?,20
what are the other means to calm mental distractions? what constitutes emotional intelligence in yoga?,38
how to calm the mental distractions through breath control?,20
how to calm the mind using the senses?,20
what are some other means to calm mental distractions? how can we achieve stillness of mind?,20
does holy company help in yoga?,23
can dreams help in yoga? are dreams relevant for yoga?,23
can focus on anything of one's (satvik) choice help in calming the mind? can we focus of something of our choice? what should we focus on during meditation? how should we medidate?,3
what kind of ability is gained by those who have controlled their mental distractions? what powers accrue when one calms down their mind?,20
what are the qualities of a mind ready for higher level of meditative absorption? what is samapatti?,38
what are the stages of cognition for a mind ready for meditative absorption? what is savitarka samapatti?,38
how does the cognition of a mind at the higher level of mediative absorption appear? what is nirvitarka samapatti?,38
what is/are the subject matter of the mind at the higher levels of meditative absorption? what is savichara state? what is nirvichara state?,38
what are the details of the subject matter of the mind at the higher levels of meditative absorption?,38
what name is given to the all these higher level of meditative absorption collectively? what are the higher levels of meditative absorption collectively reffered to as? what is sabija samadhi? what are the four stages of sabija samadhi?,38
what happens if one successfully goes past these higher level of meditative absorption? what happens when the state of nirvichara is achieved?,38
how does the mind behave once passed the higher levels of meditation? what special quality is bestowed once the mind succesfully achieves the higher levels of meditation? can one fall even after reaching nirvichara state?,38
what is special about the knowledge gained after reaching nirvichara state?,59
can other impressions arise even after reaching the nirvichara state?,16
what happens when the impressions present in the nirvichara state come to an end?,16
what is kriya yoga? what constitutes kriya yoga? is devotion to god a part of yoga? is devotion to god a part of kriya yoga?,31
what does a (successful) practice of kriya yoga leads to? what are the effects of kriya yoga? what are the fruits of kriya yoga? how can we eliminate suffering?,31
what are kleshas? what are the barriers on the path of yoga? how many kinds of barriers occur in the path of yoga? what are the causes of suffering? why do we suffer?,31
what is the origin of kleshas? what is the fundamental causative factor of the barriers to yoga? what is the breeding ground for kleshas? what are the different kinds of sufferings?,31
what is ignorance? what happens in a state of ignorance? what is the state of confusion?,2
what is ego?,25
what is attachment? what is the cause of desire? what is the cause of pleasure?,17
what is aversion? what is the cause of sufferings?,61
do the wise also fear death?,19
when does one get rid of kleshas? is it possible to destroy kleshas? is it possible to end our suffering?,39
how does meditation help in eliminating suffering?,3
what is the relationship between kleshas and samskaras?,39
what are the effects of kleshas?,39
how does kleshas affect the experience of life?,39
why are kleshas considered to be strong barriers in the path of yoga?,39
is it possible to prevent sorrow from arising in our mind?,61
what is the fundamental reason of sorrow? what is the root cause of sorrow?,61
what are the characteristics of drishya (the seen)? what is the relationship between the seer and the seen (drasta and the drishya)? what is the world composed of? what is the cause of sensual experience?,31
what are the levels of drishya (the seen)? what are the levels of nature?,38
what are the attributes of drishta (the seer)? what are the attributes of consciousness? what are the attributes of awareness?,38
is the drasta and the drishya interdependent? why did god create the world? why did god create the universe?,56
why does the drishya perpetuates? does the drishya end? does the world cease to exist when we achieve moksha? does the world cease to exist when we achieve liberation? does the world cease to exist when we achieve realisation?,14
what is the nature of the coupling or the association between the drashta and the drishya?,43
what is the reason of the conjuntion between the drashta and the drishya? what causes purusha to get associated with prakriti?,33
what is kaivalya? what happens in the state of liberation? what is state of liberation with respect to drasta and drishya? how can purusha be disassociated with prakriti?,33
what path leads one to kailvalya or liberation? what trait is required to get on the path towards liberation? what path is to be followed after the mind gets established in the higher levels of meditation (ritambhara pragya)?,31
how many cognitive levels does the path towards liberation have?,38
what practice leads on to the path towards liberation? what is the tool which enables one to cover the path towards liberation? how does yoga establish one on the path towards liberation?,31
what constitutes astanga yoga? how many limbs does yoga have? what are the names of the limbs of yoga? what is the eightfold path of yoga?,31
what are social disciplines? how many social disciplines are there? what constitutes social disciplines? what are the names of social disciplines? what are yamas? what is yama?,31
when does social disciplines become firmly established? when does social disciplines become unshakable vows?,41
how many personal observances are there? what are niyamas? what constitutes personal observances? what are the names of all personal observances? what is niyama?,31
what should be done to combat the negative feelings towards the practice of social disciplines and personal observances?,41
what are the features of negative feelings? what are the details of the negative feelings one encounters on the path of yoga? what kind of negative feelings one faces in the path of yoga and how to counter them?,31
what are the merits of practicing non-violence? what happens when one gets firmly established in the virtue of non-violence?,41
what are the merits of practicing truthfulness? what happens when one gets firmly established in the virtue of truthfulness?,41
what are the benefits of non-stealth? what happens when one firmly refrains from stealing?,41
what is the worth of unshakable celibacy? is celibacy useful in spirituality? is celibacy useful?,36
what is the reward of establishing oneself in the virtue of non-hoarding? can we remember our past births?,41
what are the benefits of practicing (physical) cleanliness?,41
what are the benefits of mental cleanliness?,41
what is the reward of cultivating contentment?,17
what are the benefits of successful practice of austerity (intense discipline)?,41
what is the merit of self reflection (self-study)? how can strengthen our relation with god?,27
what is the reward for devotion towards god? what is the reward for devotion towards ishvara?,10
what qualifies as psychophysical posture? what are the qualities of psychophysical posture?,38
what is the means to achieve psychophysical posture? what is the method to establish oneself in psychophysical posture?,3
what is the marker to gauge the success in psychophysical posture? what is the fruit of performing asana? what is the effect of psychophysical posture? what does practice of psychophysical posture result in?,31
what constitutes pranayama? what constitutes breath control in yoga? what is the prerequsite to the practice of breath control?,31
"what are the types of pranayama? what are the types of breath control? what are the names, types and details of the breath control?",31
what is the fourth type of breath control called? what constitutes the fourth type of breath control?,51
what is the eventual outcome of breath control?,16
what is the benefit of breath control? what is the pre-requisite for meditation in yoga?,23
what constitutes as withdrawl of the senses for meditation? what is withdrawl of the senses for meditation?,38
what is the result of withdrawl of the senses for meditation? what is the fruit of withdrawl of the senses for meditation? what is the marker for success in withdrawl of the senses for meditation?,31
how to focus? how to concentrate? what is concentration? what is focus?,63
what actually happens in meditation? how do we know we are meditating?,38
how to know one has succeeded in developing focus or concentration? what is the sign of success in developing focus or concentration? how to develop single pointedness? how to acheive shunyata?,9
what is samyama? what is sanyam? what is the pure state of cognition?,38
what are the fruits or rewards of samyama or sanyam? how to develop insight? why should one practice/develop concentration?,38
why should one practice yoga sequentially? what is the importance of doing yoga sequentially?,23
what are the subtle paths of yoga? how many subtle limbs of yoga are there? how many categories are the eight paths of yoga divided in?,31
which limb(s) of yoga preceeds the deepest meditaive absorption? what happens when all the eight limbs of astanga yoga reach their conclusion?,23
what happens when the 'nirodha' state of mind is achieved? how to know that the mind is controlled? how does the mind behave when it has been controlled?,38
why does the mind behave in an uncontrolled manner? what is the reason for the continous thoughts on our mind?,25
how does the mind behave when it enters deep concentration? what happens to chitta or the mind after liberation? what happens to chitta or the mind in samadhi?,38
how does the mind behave during the process of deep meditation?,38
how does the changes in the material world appear as we progress in meditation? what are the levels at which changes in the material world can be noticed/observed as we progress in our ability to meditate?,38
what aspects of 'observation' does not change as we progress towards deeper awareness?,63
how does one interpret the transformation appearing while one meditates?,16
how does our awareness refine as we meditate?,38
how does the discipline of yoga/samyama/meditation translates into increased awareness/insight?,38
how does the ability to know the contents of the past lives gained? what powers comes with deep meditation?,38
how does the power to read other's mind accquired?,63
does confusion arise in the mind of yogi/person who can read other's mind (due to mixing of contents)?,63
how does the yogic/mysic power of invisibilty achieved? what is the science behind the power of being invisible?,9
can one accquire insight into death? how does insight into death developed by meditation?,38
how does meditation give strength? what should one focus upon to gain strength? what is the role of friendliness in meditation?,3
how does one accquire immense strength by yoga and meditation? can one become physically strong by meditation?,23
how does one obtain power to know remote things?  can one know about things one cannot see by yoga/meditation? how does one gain knowledge about secrets of body by meditation/yoga?,9
how does one gain knowledge about secrets of universe by meditation/yoga? can one know about secrets of universe by meditation/yoga?,9
how does meditation on pole star affect us? can one know about position of stars?,9
can we gain knowledge of astrology by meditation? what is the significance of meditation on stars?,9
how does meditation on navel affect us? can one know all about the organization of the body? can we gain knowledge of body by meditation? what is the significance of meditation on navel? can one know about secrets of body by meditation/yoga?,31
how does one gain control over hunger and thirst by yoga/meditation? what is the importance of intense meditation on the pit of throat? can one exert control over one's hunger and thirst by yoga/meditation?,31
how does one achieve stability/steadiness by intense focus? can yoga/meditation confer stability/steadiness? what can one do to achieve stability?,3
how does one accquire visionary sight? how can one accquire supernatural powers? can yoga/meditation confer supernatural powers?,9
how does knowledge about everything gained? can one know about everything? what is the importance of intuition?,59
can one know everything about mind and its functions? how does one know about mind and its functions? what is the importance of meditating on the heart (region)?,25
how does one usually perceive consciousness or awareness of the self? what is the role of 'the self' ? how does the knowledge of the 'self arises'? what is the importance of the worldly experience?,63
what powers does one accquire by having intuition? how can one develop mystical/divine sense experiences?,9
are supernatural powers desirable on the path of yoga? does supernatural powers help in yoga progress? how does siddhis/supernatural powers help in yoga?,23
how does detachment help in yoga? what is the importance of detachment in yoga? what is the importance of perfectly knowing the the behaviour of the mind? what (supernatural) powers are accquired by developing detachment and thorough knowledge/behaviour of the mind? is it possible to perfectly know the behaviour of the mind?,31
how does perfect control over various pranas (5 pranas) benefit? what is the importance of perfect control over sub-prana called udaana? how does one levitate by the knowledge of yoga? how is the power to levitate accquired through yoga?,31
how does perfect control over sub-prana saamana help in yoga? what is the importance of perfect control over sub-prana saamana? how is radiant aura achieved/accquired by yoga?,31
how can one attain divine hearing?,9
how can one travel through space?,9
how can we become disembodied?,16
how can we attain mastery over nature?,9
what is anima? can we reduce our size through yoga? can we transcend the laws of nature? can yoga help us in going beyond nature? name the most popular siddhis attained by yoga?,31
does the body become more powerful due to yoga? can yoga make our body more powerful?,23
what is asmita? can we gain control over our senses by yoga?,23
can we perceive things beyond the senses through yoga?,23
how can we become knower of all? how can we gain mastery over ourselves?,59
does self-mastery lead to happiness?,41
should we answer the call of divine beings?,27
what happens when we meditate on time?,1
how can we learn to differentiate between similar things?,63
how can we attain liberating discernment?,9
what happens when our intellect becomes pure? can intellect become as pure as consciousness? can intellect become as pure as awareness?,25
what are the ways of attaining mystic powers? can herbs lead to mystic powers? can mantras lead to mystic powers? can someone acquire mystic powers by birth?,9
how does evolution happen? how do living beings evolve?,40
what causes transformation from one form to another?,16
what holds the mind in its place? what causes the mind to be assembled?,25
how do we perceive the sequence of conscious events?,63
does meditation also lead to accumulation of impressions?,38
can the actions of a yoga be categorised as good or bad?,23
what are the outcomes of the three fold action?,32
are memory and samskaras different or the same? are samskaras same as memory?,39
do the samskaras have a beginning? does the universe have a beginning? do our mental impressions have a beginning? do our mental impressions get created at birth? when does our mind start accumulating impressions? when does our mind start to learn? is a child born with a blank state?,63
what are the pillars that sustain samskaras?,39
what do the past and future represent?,56
where does time originate from?,1
why does time seem to flow uniformly?,1
is the mind made up of the same elements as physical objects? what is the difference between the mind and physical body? what is the difference between the mind and physical objects?,63
does the existence of an object depend on the mind? does the moon exist when no one is watching? do objects exist when no one is watching?,63
when does an object become known by the mind? what is the role of attention in perception?,63
does the soul know the permutations of the mind? does the soul know the mind? does purusha know the mind?,63
is the mind self-illuminating? does consciousness originate in the mind? is mind the origin of consciousness?,25
can we observe both the mind and the objects at the same time?,35
can one mind be cognized by another mind? can one mind be experienced by another mind?,35
how does consciousness become aware of its own intelligence?,63
how does the mind become aware of objects? how does the mind experience the objects? how does the mind observe the universe?,63
what is the purpose of the mind?,25
what happens if we can see the difference between the mind and the soul?,35
what does the mind seek after discrimination arises?,16
does the mind of a yogi remain focussed all the time?,24
do our samskaras cause suffering?,61
what is dharma megha samadhi? should we be detached with the fruits of meditation?,3
can karma also cease to exist?,11
can humans reach a state of omniscience?,35
can the permutations of the gunas cease?,54
how do we perceive time? what is time?,1
what is ultimate liberation? what happens to prakriti when purusha attains liberation?,33
karmanye vadhikaraste ma phaleshu kadachana similar shlokas from vedas and upanishadas?,28
one achieves knowledge and indifference at the same time andr weil reference to the gita. source?,49
peace is reserved for the worthy....if adharma wants war  dharma will give it war! is this quote from the gita or any other hindu scriptures?,8
sarva dharman parityejya mamekam sharanam vraja... in shiva gita?,53
a nyayaikas commentary on bhagavad gita,21
a riddle on bhagavad gita?,60
abhinava guptas bhashyam for srimad bhagavad gita?,60
about the conception of the bhagwad gita,60
according to bhagvad gita  lord krishna is the ultimate god. so why are there other beliefs in hinduism?,8
according to dvaita philosophy  how does a jivatma view another jivatma in vaikuntha?,30
according to gita   how can a person do repentance if he/she cannot fulfill the promise (mannat),49
according to srimad bhagvatam and vishnu purana is saguna brahman superior to nirguna brahman?,50
advaita vedanta gitas,7
am i allowed to enjoy work while following the path of karma yoga?,11
any easy way for moksha,14
apart from living beings  does paramatma exist in atoms of non living material world also?,40
are aggressive sages like durvasa not true sages?,46
are anthropomorphic features of krishna referred to during the preaching of the gita?,8
are badrayana and ved vyas the same person?,30
are bg 8.23 - 8.26 interpolations?,30
are ego and attachment evil qualities as per vedas?,29
are gods different for different religions? whom to believe?,10
are gods in hinduism completely metaphorical and anthropomorphisation of normal objects?,10
are humans superior to other animals according to vedas  bhagavad gita and upanishads?,7
are lord ganesh  lord subramanya swamy and lord ayyappa are gods or demigods according to bhagavad geeta,30
are name and form sat or asat?,22
are some richas in rigveda dedicated to vishnu from adityas and not from trinity?,42
are the words inside bhagvad gita exactly the same words used in actual conversation (ie  used by lord krishna and arjuna)?,52
are there any classifications of death,58
are there any english translations of madhvas and ramanujas gita bhasya?,45
are there any real immortals - since that would contradict bhagavad gita 2-27?,21
are we sankaras ( संकर according to bhagavat geeta chapter 1).?,39
are wrong things also done by god?,6
at what age did arjuna recieve the knowledge of srimad bhagavadgita from sri krishna?,44
being passionate of something not spiritually good?,36
best book on bhagavat gita?,21
bg 14.8 - what is the source of the scriptural definition of mode of ignorance?,2
bg 4.40 - what does kṛṣṇa mean by saṁśayātmā (doubting mind)?,39
bhagavad geeta 4.14 - how can no work affect krishna if everything is in him and he is in everything?,55
bhagavad geeta 5.4 - can one attain samādhi by practicing science?,0
bhagavad gita 12 3-4 endorses advaita as a valid  though hard way for realization. why do schools who worship a personal brahman condemn advaita?,50
bhagavad gita and srimad bhagavatam - how to reconcile two different viewpoints?,52
bhagavad gita and views on other religions?,60
bhagavad gita by lord krishna,60
bhagavad gita for kids,57
bhagavad gita reading,57
bhagavad gita was first recited to whom?,60
bhagavad-gita adi shankara bhashya text,42
bhagavad-gita: as it is - version without interruptions?,60
bhagvad gita 18 :66   is surrender to krishna possible without leaving duties,8
bhagwat gita original version,53
bhakth prahlad chanting om namo bhagvate vāsudevāya before the birth of lord krishna,13
bheem v/s duryodhan mace battle in mahabharata,46
book recommendation for ashtavakra gita with original shlokas,57
can a person do only bhakti in his life ? or is engaging in wordly activities also necessary?,41
can anyone share dhyanmantra for krishna?,55
can arjunas statements in bhagavad gita be taken as pramana i.e.  are they on par with krishna’s?,44
can bad karma or sins be really washed away?,6
can bad things happen to a devotee of god?,6
can greats scientists and mathematicians are considered as karma yogi?,11
can i believe in sanatan dharma while not believing in any of the god?,10
can i follow bhagwat gita while expecting materialistic enjoyment?,49
can i write or highlight verses from scriptures?,62
can sri krishna be called a person?,55
can there be any philosophical interpretation of story of menaka and vishwamitra?,14
cant krishna(god) be considered a friend?,47
cant shudras read the bhagavad gita?,57
cause of evil  as per theistic vedanta?,29
chapter-13  verse-34: why lord krishna says ... sun alone lightens the whole universe ...?,55
characteristics of good  bad times,29
clarification for verses 40-46 in chapter 10 of shiva geeta,30
combining and splitting words in sanskrit,14
concept of karma in bhagwad gita and buddhism,11
conflict between bhagwad gita  garuda puran regarding the atma/soul,49
conflict in interpretation of “dharma”,30
conflicting idea about karma in bhagavad gita?,11
confusion with duty ethics as instructed by lord krishna,15
contradiction in the gita?,49
contradictory statements in the bhagavatam and bhagavad-gita?,52
could any one describe what is maya?,4
destiny vs efforts,41
detachment and non fruitful actions,32
did adi shankara say anything about the ishvara gita?,42
did any one use before similar phrase that sri krishna used - śhreyān swa-dharmo viguṇaḥ (bg 3.35)?,8
did hanuman write a bhashya on bhagavad gita?,60
did hanumanji listen to the bhagavad gita?did he “require” the essence of the bhagavad gita as such?,60
did krishna say in bhagavad gita i am in every living being,8
did krishna stop time while preaching the gita to arjuna?,44
did lord krishna cry ever?,55
did oppenheimer quote the bhagavad gita after the trinity test?,60
did shri krishna oppose vedas?,13
did sri krishna really show viswarupa darshan to arjuna or was it merely a projection of arjunas mind?,13
did swami vivekananda  paramhamsa yogananda   osho rajneesh really attain moksha according to vedic scriptures?,14
did the buddha make any reference to krishna and gita?,8
did vivekananda consider varṇasaṃkara (intermixture of castes) problematic or instead welcome it?,43
difference between asmita and ahankara?,39
difference between astika and nastika,39
difference between atman  chetna and chaitanya?,52
difference between different types of gita (uddhava-gita  rudra-gita etc.),52
difference between gita press sankshipt version of puranas with full version puranas?,52
do agnis immortality contradicts gita 2:27?,49
do all gods lie inside of shri krishna / vishnu?,47
do any commentators interpret from yaja arises rain in bg 3.14 allegorically i.e.  not involving a physical sacrifice  fire and smoke?,5
do corrupt women also produce varna-sankara?,0
do gita mentioned qualities of godhead?,7
do gita talks about or mention upanishads?,7
do gods have to take on an avatar form or can they materialize as themselves?,10
do our scriptures give way to reduce or cross over prarabdha karma?,11
do our scriptures say anything about how to deal with an abusive parent?,6
do the teachings of bhagavad gita help to defeat diabetes?,60
do the words of krishna in the gita support birth-based caste?,8
do vedas suggest multiple rebirths?,40
do we need guru for doing meditation which is mentioned in bhagavad geeta chapter 6?,23
do we remain unconscious or conscious after death,58
do we take rebirth if we help others?,37
do yajurveda 40.9  yajurveda 32.3 and bhagavadgita 7.20 reject idol worship?,30
does free will really exist  even if universe repeats itself in perfect pattern?,40
does albert einsteen really read bhagavad gita?,57
does arjuna ever ask krishna to prove himself?,44
does attachment and love coexist?,17
does bhagavad gita detest atheists?,60
does bhagavad gita reinforce the caste system?,60
does bhagavad gita say anything about whether a person should eat vegetarian or non vegetarian food?,60
does bhagavad gita sloka 17.23 refer to brahmanas or brahmins?,50
does bhagavad gita state that ... atmaa discards old bodies and assumes new bodies?,49
does bhagvad geeta have multiple versions?,30
does bhagvad gita 8.5 and 8.6 say that karma can be overcome at time of death?,11
does chanting hare krushna mantra means that one is looking for moksha?,14
does donation (daan) give punnya if person is already having loan on her/him?,12
does geeta advocate the execution of ones dharma according to the varna system?,30
does geeta have gender and caste discrimination verses?,43
does gita 9.7 contradict the advaita vedantas monism philosophy?,7
does gita say bhakti is topmost in any verses?,53
does gita support doctrine of eternal samsara?,49
does god have a mind? if yes  it is an exception for god that body and mind are temporary  only atma /brahman is the permanent?,25
does hinduism advocate middle path?,43
does hinduism forbid worshiping idols or images of god as some of its scriptures suggest?,10
does hinduism offer solution for each and every problem of human life?,0
does krishna advocate the use of astrology?,55
does krishna claim identity with vishnu as supreme being in bhagavad gita?,8
does krishna really love any one?,55
does krishna say in the bhagavad gita that he alone can grant liberation?,8
does lord krishna approve propagation of the gita worldwide?,8
does lord krishna tell about kundalini?,55
does mimamsa accept gita?,53
does sanatana dharma endorse animal sacrifice?,12
does the bhagavad gita actually have 745 shlokas?,21
does the bhagavad gita declare that caste is based on birth?,43
does the gita contradict the vedas in these verses and if yes  is there any universally accepted hierarchy of authority among scriptures?,7
does the gita have any apocrypha?,7
does the gita say that the individual essence of who we are is eternal or that only the universal aspect of the self never dies?,40
does the individual soul actually feel pleasure or pain?,17
does the soul have thinking power?,25
does the story of madhavrao peshva contradict the bhavaghadgita?,30
does vishnu love or not love?,47
doesnt the concept of karma yoga contradict modern psychology?,11
doubt about contradiction,30
doubt/question about karma yoga,11
dyana yog vs karma/bhakti yog,11
explain this hidden secret of the gita by abhinava gupta,5
explaining the supreme secret of bhagvad gita,60
explanation of srimadbhagwadgita verse 18.66,5
for lay followers can you give beautiful verses which shows greatness of lord shiva in ishwara and shiva gita . english translation transliteration,45
gita chapter-5  verse-2: why does lord krishna say that karma yoga is superior to karma sannyās?,11
giving alms (donation/charity) with the intention of getting merit will give me merit?,12
god will never give you a cross that you cannot carry,48
good karma yields good results. what is role of god here?,6
growing animals and killing for food is not a sin?,6
gunas and varna better explanation,30
has anyone translated commentary of vallabhacharya on gita?,45
has krishna said explicitly how to measure spiritual advancement?,55
have the currently available bhagavad gita versions somehow changed over time?,21
have there been any non-vedantic commentaries on the bhagavad gita?,21
how and when did arjuna conquer sleep?,18
how arjuna fought against bhishma  drona without gita gyan?,18
how bhagavad gita benefits us?,60
how can a soul enjoy or suffer when it is not harmed by anything?,17
how can all deities be equal when the bhagavad gita says the opposite?,49
how can arjuna undergo viswa rupa darshan if he is a part of universe?,13
how can brahman in unmanifested state reduce to the size of half a thumb?,50
how can i make my work devotional?,15
how can i work without desires?,15
how can kama and moksha co-exist?,14
how can one attain divine grace while enjoying/using the sense pleasure or sense object?,17
how can we lead a life without attachments?,17
how can we think of krishna if we havent seen him?,55
how come vyasa rejected panchratra agamas in vedanta sutras yet referred back to bhagavad gita which is also considered to be a panchratra scripture?,7
how could everything happens is for good only?,6
how could king janaka study bhagavad-gita?,57
how did arjun conquer sleep ( acquire name gudakesha)and how one can conquer that?,18
how did duryodhana reach heaven despite harassing draupadi and trying to kill pandavas in wax palace?,46
how did krishna justify war?,13
how did the author of mahabarata know the exact conversation between krishna and arjuna?,44
how do advaitins counter the rebuttal of ramanujacharya on advaita vedanta in his commentary on bhagavad gita 2.12?,30
how do advaitins interpret bhagavad gita 7.24?,5
how do different astika schools prove re-incarnation according to this verse of bhagavad gita?,49
how do dvaitins interpret this verse from bhagavad gita?,5
how do i know what is the right kind of work for me?,15
how do i know what the will of god is  if i want to surrender to it?,48
how do i prove casteism is not an inherent part of hinduism?,43
how do our past life desires and thoughts influence our nature in present life?,16
how do the bhagavad gita and the brahma sutras refer to each other?,52
how do vedic fire rituals like yajnas and agnihotra help the environment?,12
how does a jogi lead his life? are yogi and jogi the same?,24
how does avyakta turn into vyakta,30
how does dvaita theory counteract/explain bg 10:20,30
how does god undo destiny when one surrenders?,48
how does krishna clarify the ambiguity arjuna perceived in bhagavad gita chapter 3 verses 1-2?,44
how does madhvacharya interpret bhagavad gita sloka 18.66?,5
how does one contemplate his identity with lord shiva?,10
how does swami vivekanandas psychological theory of varna interpret gita verses 4.13  18.41-47?,5
how does the non-believer profit from the bhagavat gita?,49
how does the quality of tamas viz. ignorance  affect moksha/liberation?,14
how four natures created which are described in bhagavad gita?,60
how important is the bhagavad gita when compared to other hindu texts?,60
how important is the gita within indian philosophy?,7
how is vishwa virat swaroop of lord krishna described in mahabharata?,13
how is bhagavad gita by swami mukundananda?,60
how is the visvarupa of lord shiva different from the visvarupa of lord krishna?,13
how jnana marga works?,39
how king janaka attained perfection through karma-yoga?,14
how listening to and reading bhagvat gita or the puranas can remove sins?,57
how lord krishna explains on knowledge is power?,59
how many and who heard gita from lord krishna?,8
how many authentic gitas are there?,53
how many english translations are there of the srimad bhagavad gita apart from the the bhagavad gita as it is?,21
how many gitas are there?,53
how many people listened to the bhagavad gita in the mahabharata along with arjuna?,21
how many prominent and most accepted commentaries are there on the bhagavad-gita?,21
how many times krishna called arjuna with different names? and what are those names?,44
how many types of gita spoken by lord krishna(vishnu) himself?,8
how many types of vaishnava charama shloka(s) exist?,51
how much time did sri krishna take to preach gita to arjuna?,44
how old is the bhagavad gita?,60
how practical it is for a person to give up material needs and become spiritual?,36
how sanjay heard bhagwad gita?,34
how should a person respond when attacked by another person  as per hinduism?,54
how should i understand the word corruption in this passage of the bhagavad gita?,5
how should one decide his duties?,15
how the balance of trigunas were determined for the first birth?,43
how to attain a state of samadhi?,3
how to categorise intent with respect to deeds and karma?,11
how to get motivated to work if you follow gita chapter 2  verse 47,49
how to know our swadharma as mentioned in bhagavad gita?,57
how to know why did i come to earth and how to retire from it?,9
how to live our life?,3
how to prove that nirvana term in gita isnt borrowed from buddhism?,49
how to reconcile hereditary varna vs. the limits of sabda pramana?,33
how to remain same in every situation according to the gita?,49
how to start reading bhagavad gita?,57
how to tell if your guru is god-realized?,27
how to understand bhagwat gita?,57
how to use karma yoga effectively to neutralize all sins done in the past? does following karma yoga remove all our sins?,11
how valid are these words of arjuna in discouraging inter-caste marriages of contemporary times?,26
i am confused between two shlokas of the bhagvad geeta  bg 9.23  bg 9.25,30
i have read the bhagavad gita as it is. does srimad bhagavatam something more than the gita?,52
ideal motive behind action?,32
if atmas exchange bodies after death  does it mean the population/no. of bodies has to remain constant?,58
if brahman is everything  then why does krishna (brahman) describe himself as best of things in bhagavadgita?,50
if god is samadarshi do prayers have any result?,10
