question,Cluster_Label
Should we abandon all sacrifices and austerities? What are the means of purification for the wise?,38
Is there any need of performing the rituals and sacrifices?,10
Is it good to renounce rituals and sacrifices?,38
What happens to those who abandon the rituals and sacrifices?,5
What is a sattvic way of performing rituals and sacrifices?,38
What are the characteristics of a sattvic person? What are the characteristics of a pure person?,5
Is it possible to completely abandon actions? Is it possible to completely give up actions?,15
What are the kinds of fruits of actions?,15
What are the causes that lead to accomplishment of all actions?,5
What are the causes that determine the fruits of our actions?,30
Do all actions have similar causes at a fundamental level?,38
Can everyone perceive the self?,38
What kind of attitude should we have while performing action? Who is the doer of all actions?,30
What incites a person to act? What incites a person to perform action?,21
How many kinds of knowledge are there? How many kinds of actions are there?,32
Which knowledge is considered to be sattvic? ,32
What kind of knowledge is considered to be rajasic?,26
What kind of knowledge is considered to be tamasic?,9
Which action is considered to be sattvic?,62
What kind of action is considered to be rajasic?,44
What kind of action is considered to be tamasic?,51
What kind of person is considered sattvic?,38
What kind of person is considered rajasic?,33
What kind of person is considered tamasic?,30
What are the different kinds of buddhi?,26
What kind of buddhi is considered sattvic?,26
What kind of buddhi is considered rajasic?,8
What kind of buddhi is considered tamasic?,32
What kind of firmness is considered sattvic?,23
What kind of firmness is considered rajasic?,44
What kind of firmness is considered tamasic?,23
How many kinds of pleasures are there?,15
What kind of pleasure is considered sattvic?,51
What kind of pleasure is considered rajasic?,15
What kind of pleasure is considered tamasic?,51
Is there anyone in this universe free from the three gunas?,61
What is the varna system in Hinduism? What is the caste system in Hinduism? Is caste decided by birth or by personal preference? Is varna decided by birth or by personal preference?,26
Who is a Brahmin? What are the qualities of a Brahmin?,1
Who is a Kshatriya? What are the qualities of a Kshatriya?,49
Who is a shudra? What are the qualities of a shudra?,44
What happens to those who are devoted to their duty?,48
How can we reach perfection? How can we acquire power?,15
Is it alright to do things out of force? Should we do what we are truly good at or what others want us to do?,30
Should we give up our work if we are unable to do it perfectly? Should we give up our work if we are unable to do it well?,51
What happens to those who are unattached? What happens to those who are detached? What happens to those who are free from all desires?,30
Where does Krishna talk about the process of attaining Brahman?,18
How can we attain Brahman?,1
Does solitude help in attaining Brahman?,47
Is ego a hindrance in attaining Brahman?,33
What happens to those who attain the state of Brahman?,47
What is the primary ingredient for spiritual growth? Is Bhakti useful for spiritual growth? Is Bhakti necessary for spiritual growth?,8
Is God's grace required for spiritual growth?,10
What is the concept of surrender? Why should we surrender to God?,14
Is God kind to his devotees? What happens if we do not pay heed to God?,59
Was it possible for Arjuna to actually give up fighting in the war?,20
Is there free will? Is destiny more powerful than free will? Are we free to decide what to do?,30
Does God reside in all beings?,27
Why should we worship God? Why should we pray to God? What happens by prayer or worship?,10
Was Arjuna free to decide not to fight?,53
Why did Krishna teach the knowledge of Yoga to Arjuna? Why did Krishna choose Arjuna to deliver his message?,20
What did Krishna ask Arjuna to do finally? Did Krishna assure Arjuna of victory in the war?,12
Did Krishna assure Arjuna of liberation or salvation? What is the core message of the Gita? What is the essence of the Gita? What is the most important verse in the Gita?,16
Should the knowledge of Yoga be imparted to everybody?,26
What happens to those who spread the message of the Gita? ,22
Does God like those who serve others?,59
What happens to those who indulge in dialogue and debate about the scriptures? Is it advisable to indulge in dialogue and debate abou the scriptures?,44
What happens to those who listen to this knowledge with faith?,15
What did Krishna finally ask Arjuna at the end of the Gita?,6
Did Arjuna's delusion get destroyed?,20
Did Sanjaya have any physical signs of emotion after completion of the Gita?,3
By whose grace did Sanjaya get to hear the Gita?,29
Was Sanjaya happy after hearing the full Gita?,16
Why was Sanjaya happy after hearing the full Gita?,40
What did Sanjaya predict about the war?,55
When does Yoga commence? When should I start doing Yoga?,26
What is the purpose of Yoga?,44
What is the end result of Yoga practice?,32
What is the usual state of our awareness? How does the mind behave when it is not controlled?,51
What are the different types of thoughts? How many types of mental modifications are there? Into how many categories can our thoughts be divided?,9
What are the five types of mental modifications? What are the five kinds of thoughts in Yoga?,32
What constitutes right perception? What are the methods to acquire right perception? What is right perception?,9
What is wrong knowledge? What is error?,26
Define Imagination? What is imagination? What is fantasy?,21
Define the state of mind in sleep? What is sleep state? Is sleep a mental modification?,32
Define memory? What is memory?,47
What are the methods to achieve the goal of Yoga? What are the methods to quieten the fluctuations of the mind? What are the means to calm your thoughts? What is the importance of practice and dispassion?,45
Define Practice? What is 'practice'? ,45
Define the characteristics of 'practice'? What are the features of 'practice'? What kind of practice quietens the fluctuations of the mind?,9
What constitutes dispassion or detachment? What are the characteristics of dispassion? What are the signs of successful dispassion?,51
What is the attribute of an elevated level of dispassion? What happens when highest level of dispassion is reached?,51
What are the levels of meditative absorbtion? What are the stages of meditative absorbtion?,45
What is the last level of meditative absorption? What happens at the highest level of meditative absorption? ,45
What happens if the meditative absorption is incomplete? ,9
What are the various paths to realisation?,9
Does intense practice help in achieving realisation?,23
What are the various levels of Yoga practice?,26
What is the other singular path to achieve the (highest level of) meditative absorption? Do Yogis believe in God? Does praying to God help in Yoga? How does praying to God help?,9
What is the nature of God? ,59
Describe the characteristics of God?,59
Who is considered as the primordial teacher? Who is considered as the original teacher? Who is considered as the primordial master? Who is considered as the original master? Who is considered as the primordial Guru? Who is considered as the original Guru?,26
What name represents God? What sound represents God? What is God's name?,27
How should one take the name of God? What is the effective way to utter the name of God?,54
What is the benefit of taking the name of God? What happens if one utters God's name in the prescribed manner?,14
How many kinds of distractions of mind are there? What are the types of barriers in the path of Yoga?,9
What are the effects of a distracted mind? What symptoms create the barriers on the path of Yoga?,9
What singular factor can alleviate the distractions of mind? How can one combat distractions of mind and its accompanying symptms?,51
What are the other means to calm mental distractions? What constitutes emotional intelligence in Yoga? ,44
How to calm the mental distractions through breath control? ,23
How to calm the mind using the senses?,38
What are some other means to calm mental distractions? How can we achieve stillness of mind?,15
Does holy company help in Yoga?,44
Can dreams help in Yoga? Are dreams relevant for Yoga?,8
Can focus on anything of one's (satvik) choice help in calming the mind? Can we focus of something of our choice? What should we focus on during meditation? How should we medidate?,23
What kind of ability is gained by those who have controlled their mental distractions? What powers accrue when one calms down their mind?,51
What are the qualities of a mind ready for higher level of meditative absorption? What is samapatti?,45
What are the stages of cognition for a mind ready for meditative absorption? What is savitarka samapatti?,26
How does the cognition of a mind at the higher level of mediative absorption appear? What is nirvitarka samapatti?,26
What is/are the subject matter of the mind at the higher levels of meditative absorption? What is savichara state? What is nirvichara state?,9
What are the details of the subject matter of the mind at the higher levels of meditative absorption?,9
What name is given to the all these higher level of meditative absorption collectively? What are the higher levels of meditative absorption collectively reffered to as? What is sabija samadhi? What are the four stages of sabija samadhi?,45
What happens if one successfully goes past these higher level of meditative absorption? What happens when the state of nirvichara is achieved?,9
How does the mind behave once passed the higher levels of meditation? What special quality is bestowed once the mind succesfully achieves the higher levels of meditation? Can one fall even after reaching nirvichara state?,45
What is special about the knowledge gained after reaching nirvichara state?,8
Can other impressions arise even after reaching the nirvichara state?,61
What happens when the impressions present in the nirvichara state come to an end?,1
What is Kriya Yoga? What constitutes Kriya Yoga? Is devotion to God a part of Yoga? Is devotion to God a part of Kriya Yoga?,49
What does a (successful) practice of Kriya Yoga leads to? What are the effects of Kriya Yoga? What are the fruits of Kriya Yoga? How can we eliminate suffering?,9
What are kleshas? What are the barriers on the path of Yoga? How many kinds of barriers occur in the path of Yoga? What are the causes of suffering? Why do we suffer?,23
What is the origin of kleshas? What is the fundamental causative factor of the barriers to Yoga? What is the breeding ground for kleshas? What are the different kinds of sufferings?,44
What is ignorance? What happens in a state of Ignorance? What is the state of confusion?,62
What is Ego?,21
What is Attachment? What is the cause of desire? What is the cause of pleasure?,30
What is Aversion? What is the cause of sufferings?,30
Do the wise also fear death?,54
When does one get rid of kleshas? Is it possible to destroy kleshas? Is it possible to end our suffering?,38
How does meditation help in eliminating suffering?,23
What is the relationship between kleshas and samskaras?,61
What are the effects of kleshas?,21
How does kleshas affect the experience of life?,21
Why are kleshas considered to be strong barriers in the path of Yoga? ,49
Is it possible to prevent sorrow from arising in our mind?,21
What is the fundamental reason of sorrow? What is the root cause of sorrow?,21
What are the characteristics of Drishya (the seen)? What is the relationship between the Seer and the Seen (Drasta and the Drishya)? What is the world composed of? What is the cause of sensual experience?,44
What are the levels of Drishya (the seen)? What are the levels of nature? ,8
What are the attributes of Drishta (the Seer)? What are the attributes of consciousness? What are the attributes of awareness?,44
Is the Drasta and the Drishya interdependent? Why did God create the world? Why did God create the universe?,4
Why does the Drishya perpetuates? Does the Drishya end? Does the world cease to exist when we achieve moksha? Does the world cease to exist when we achieve liberation? Does the world cease to exist when we achieve realisation?,44
What is the nature of the coupling or the association between the Drashta and the Drishya?,17
What is the reason of the conjuntion between the Drashta and the Drishya? What causes Purusha to get associated with Prakriti?,46
What is Kaivalya? What happens in the state of liberation? What is state of liberation with respect to Drasta and Drishya? How can Purusha be disassociated with Prakriti?,26
What path leads one to Kailvalya or Liberation? What trait is required to get on the path towards Liberation? What path is to be followed after the mind gets established in the higher levels of meditation (Ritambhara Pragya)?,9
How many cognitive levels does the path towards liberation have?,9
What practice leads on to the path towards liberation? What is the tool which enables one to cover the path towards liberation? How does Yoga establish one on the path towards liberation?,45
What constitutes Astanga Yoga? How many limbs does Yoga have? What are the names of the limbs of Yoga? What is the eightfold path of Yoga?,45
What are social disciplines? How many social disciplines are there? What constitutes social disciplines? What are the names of social disciplines? What are yamas? What is yama?,45
When does social disciplines become firmly established? When does social disciplines become unshakable vows?,9
How many personal observances are there? What are Niyamas? What constitutes personal observances? What are the names of all personal observances? What is niyama?,9
What should be done to combat the negative feelings towards the practice of social disciplines and personal observances?,51
What are the features of negative feelings? What are the details of the negative feelings one encounters on the path of Yoga? What kind of negative feelings one faces in the path of Yoga and how to counter them?,23
What are the merits of practicing non-violence? WHat happens when one gets firmly established in the virtue of non-violence?,15
What are the merits of practicing truthfulness? What happens when one gets firmly established in the virtue of truthfulness?,9
What are the benefits of non-stealth? What happens when one firmly refrains from stealing?,62
What is the worth of unshakable celibacy? Is celibacy useful in spirituality? Is celibacy useful?,15
What is the reward of establishing oneself in the virtue of non-hoarding? Can we remember our past births?,30
What are the benefits of practicing (physical) cleanliness?,51
What are the benefits of mental cleanliness?,51
What is the reward of cultivating contentment?,15
What are the benefits of successful practice of austerity (intense discipline)? ,51
What is the merit of self reflection (self-study)? How can strengthen our relation with God?,21
What is the reward for devotion towards God? What is the reward for devotion towards Ishvara?,54
What qualifies as psychophysical posture? What are the qualities of psychophysical posture?,9
What is the means to achieve psychophysical posture? What is the method to establish oneself in psychophysical posture?,9
What is the marker to gauge the success in psychophysical posture? WHat is the fruit of performing asana? What is the effect of psychophysical posture? What does practice of psychophysical posture result in?,45
What constitutes Pranayama? What constitutes Breath Control in Yoga? What is the prerequsite to the practice of breath control?,45
"What are the types of Pranayama? What are the types of breath control? What are the names, types and details of the breath control?",45
WHat is the fourth type of breath control called? What constitutes the fourth type of breath control?,32
What is the eventual outcome of breath control? ,23
What is the benefit of breath control? What is the pre-requisite for meditation in Yoga? ,32
What constitutes as withdrawl of the senses for meditation? What is withdrawl of the senses for meditation? ,23
What is the result of withdrawl of the senses for meditation? What is the fruit of withdrawl of the senses for meditation? What is the marker for success in withdrawl of the senses for meditation?,9
How to focus? How to concentrate? What is concentration? What is focus?,9
What actually happens in meditation? How do we know we are meditating?,9
How to know one has succeeded in developing focus or concentration? What is the sign of success in developing focus or concentration? How to develop single pointedness? How to acheive Shunyata?,45
What is Samyama? What is Sanyam? What is the pure state of cognition?,32
What are the fruits or rewards of Samyama or Sanyam? How to develop insight? Why should one practice/develop concentration?,9
Why should one practice Yoga sequentially? What is the importance of doing Yoga sequentially?,8
What are the subtle paths of Yoga? How many subtle limbs of Yoga are there? How many categories are the eight paths of Yoga divided in? ,45
Which limb(s) of Yoga preceeds the deepest meditaive absorption? What happens when all the eight limbs of Astanga Yoga reach their conclusion?,45
What happens when the 'nirodha' state of mind is achieved? How to know that the mind is controlled? How does the mind behave when it has been controlled? ,9
Why does the mind behave in an uncontrolled manner? What is the reason for the continous thoughts on our mind? ,15
How does the mind behave when it enters deep concentration? What happens to chitta or the mind after liberation? What happens to chitta or the mind in samadhi?,32
How does the mind behave during the process of deep meditation?,9
How does the changes in the material world appear as we progress in meditation? What are the levels at which changes in the material world can be noticed/observed as we progress in our ability to meditate?,9
What aspects of 'observation' does not change as we progress towards deeper awareness?,9
How does one interpret the transformation appearing while one meditates?,44
How does our awareness refine as we meditate? ,23
How does the discipline of Yoga/Samyama/meditation translates into increased awareness/insight? ,9
How does the ability to know the contents of the past lives gained? What powers comes with deep meditation?,9
How does the power to read other's mind accquired? ,62
 Does confusion arise in the mind of yogi/person who can read other's mind (due to mixing of contents)?,8
How does the yogic/mysic power of invisibilty achieved? What is the science behind the power of being invisible?,1
Can one accquire insight into death? How does insight into death developed by meditation?,23
How does meditation give strength? What should one focus upon to gain strength? What is the role of friendliness in meditation? ,23
How does one accquire immense strength by Yoga and meditation? Can one become physically strong by meditation?,44
How does one obtain power to know remote things?  Can one know about things one cannot see by Yoga/meditation? How does one gain knowledge about secrets of body by meditation/Yoga? ,23
How does one gain knowledge about secrets of universe by meditation/Yoga? Can one know about secrets of universe by meditation/Yoga? ,32
How does meditation on pole star affect us? Can one know about position of stars? ,23
Can we gain knowledge of astrology by meditation? What is the significance of meditation on stars?,44
How does meditation on navel affect us? Can one know all about the organization of the body? Can we gain knowledge of body by meditation? What is the significance of meditation on navel? Can one know about secrets of body by meditation/Yoga? ,51
How does one gain control over hunger and thirst by Yoga/meditation? What is the importance of intense meditation on the pit of throat? Can one exert control over one's hunger and thirst by Yoga/meditation?,23
How does one achieve stability/steadiness by intense focus? Can Yoga/meditation confer stability/steadiness? What can one do to achieve stability?,23
How does one accquire visionary sight? How can one accquire supernatural powers? Can Yoga/meditation confer supernatural powers?,32
How does knowledge about everything gained? Can one know about everything? What is the importance of intuition?,15
Can one know everything about mind and its functions? How does one know about mind and its functions? What is the importance of meditating on the heart (region)? ,9
How does one usually perceive consciousness or awareness of the self? What is the role of 'the self' ? How does the knowledge of the 'self arises'? What is the importance of the worldly experience?,51
What powers does one accquire by having intuition? How can one develop mystical/divine sense experiences?,15
Are supernatural powers desirable on the path of Yoga? Does supernatural powers help in Yoga progress? How does siddhis/supernatural powers help in Yoga?,32
How does detachment help in Yoga? What is the importance of detachment in Yoga? What is the importance of perfectly knowing the the behaviour of the mind? What (supernatural) powers are accquired by developing detachment and thorough knowledge/behaviour of the mind? Is it possible to perfectly know the behaviour of the mind?,9
How does perfect control over various pranas (5 pranas) benefit? What is the importance of perfect control over sub-prana called Udaana? How does one levitate by the knowledge of Yoga? How is the power to levitate accquired through Yoga? ,45
How does perfect control over sub-prana Saamana help in Yoga? What is the importance of perfect control over sub-prana Saamana? How is radiant aura achieved/accquired by Yoga?,9
How can one attain divine hearing?,33
How can one travel through space?,49
How can we become disembodied?,30
How can we attain mastery over nature?,15
What is anima? Can we reduce our size through Yoga? Can we transcend the laws of nature? Can Yoga help us in going beyond nature? Name the most popular siddhis attained by Yoga?,44
Does the body become more powerful due to Yoga? Can Yoga make our body more powerful?,49
What is asmita? Can we gain control over our senses by Yoga?,8
Can we perceive things beyond the senses through Yoga?,17
How can we become knower of all? How can we gain mastery over ourselves?,23
Does self-mastery lead to happiness?,15
Should we answer the call of divine beings?,14
What happens when we meditate on time?,15
How can we learn to differentiate between similar things?,62
How can we attain liberating discernment?,51
What happens when our intellect becomes pure? Can intellect become as pure as consciousness? Can intellect become as pure as awareness? ,33
What are the ways of attaining mystic powers? Can herbs lead to mystic powers? Can mantras lead to mystic powers? Can someone acquire mystic powers by birth?,45
How does evolution happen? How do living beings evolve?,33
What causes transformation from one form to another?,1
What holds the mind in its place? What causes the mind to be assembled?,15
How do we perceive the sequence of conscious events?,1
Does meditation also lead to accumulation of impressions?,62
Can the actions of a Yoga be categorised as good or bad?,32
What are the outcomes of the three fold action?,47
Are memory and samskaras different or the same? Are samskaras same as memory?,8
Do the samskaras have a beginning? Does the universe have a beginning? Do our mental impressions have a beginning? Do our mental impressions get created at birth? When does our mind start accumulating impressions? When does our mind start to learn? Is a child born with a blank state?,26
What are the pillars that sustain samskaras?,8
What do the past and future represent?,33
Where does time originate from?,61
Why does time seem to flow uniformly?,61
Is the mind made up of the same elements as physical objects? What is the difference between the mind and physical body? What is the difference between the mind and physical objects?,62
Does the existence of an object depend on the mind? Does the moon exist when no one is watching? Do objects exist when no one is watching?,47
When does an object become known by the mind? What is the role of attention in perception?,62
Does the soul know the permutations of the mind? Does the soul know the mind? Does Purusha know the mind?,26
Is the mind self-illuminating? Does consciousness originate in the mind? Is mind the origin of consciousness?,44
Can we observe both the mind and the objects at the same time?,1
Can one mind be cognized by another mind? Can one mind be experienced by another mind?,1
How does consciousness become aware of its own intelligence?,33
How does the mind become aware of objects? How does the mind experience the objects? How does the mind observe the universe?,23
What is the purpose of the mind?,15
What happens if we can see the difference between the mind and the soul?,15
What does the mind seek after discrimination arises?,30
Does the mind of a Yogi remain focussed all the time?,44
Do our samskaras cause suffering?,44
What is dharma megha samadhi? Should we be detached with the fruits of meditation?,45
Can Karma also cease to exist?,1
Can humans reach a state of omniscience?,5
Can the permutations of the Gunas cease?,36
How do we perceive time? What is time?,21
What is ultimate liberation? What happens to Prakriti when Purusha attains liberation?,26
Karmanye vadhikaraste Ma Phaleshu Kadachana Similar shlokas from Vedas and Upanishadas?,3
One achieves knowledge and indifference at the same time Andr Weil reference to the Gita. Source?,7
Peace is reserved for the worthy....if Adharma wants war  Dharma will give it war! is this quote from the Gita or any other Hindu Scriptures?,24
Sarva Dharman Parityejya Mamekam Sharanam Vraja... in Shiva Gita?,63
A Nyayaikas commentary on Bhagavad Gita,37
A riddle on bhagavad gita?,0
Abhinava Guptas bhashyam for Srimad Bhagavad Gita?,29
About the conception of the Bhagwad Gita,0
According to Bhagvad Gita  Lord Krishna is the ultimate God. So why are there other beliefs in Hinduism?,24
According to Dvaita philosophy  how does a Jivatma view another Jivatma in Vaikuntha?,46
According to Gita   how can a person do repentance if he/she cannot fulfill the promise (mannat),46
According to srimad bhagvatam and Vishnu purana is saguna brahman superior to nirguna brahman?,13
Advaita Vedanta Gitas,63
Am I allowed to enjoy work while following the path of Karma Yoga?,44
Any easy way for moksha,49
Apart from living beings  does Paramatma exist in atoms of non living material world also?,49
Are aggressive sages like Durvasa not true sages?,36
Are anthropomorphic features of Krishna referred to during the preaching of the Gita?,43
Are badrayana and ved vyas the same person?,3
Are BG 8.23 - 8.26 interpolations?,31
Are ego and attachment evil qualities as per Vedas?,4
Are Gods different for different religions? Whom to believe?,27
Are gods in Hinduism completely metaphorical and anthropomorphisation of normal objects?,27
Are humans superior to other animals according to Vedas  Bhagavad Gita and Upanishads?,3
Are lord Ganesh  Lord Subramanya Swamy and Lord Ayyappa are gods or demigods according to bhagavad geeta,55
Are name and form sat or asat?,44
Are some richas in Rigveda dedicated to Vishnu from Adityas and not from Trinity?,13
Are the words inside Bhagvad Gita exactly the same words used in actual conversation (ie  used By Lord Krishna and Arjuna)?,56
Are there any classifications of death,15
Are there any English translations of Madhvas and Ramanujas Gita Bhasya?,60
Are there any real immortals - since that would contradict Bhagavad Gita 2-27?,19
Are we Sankaras ( संकर according to Bhagavat Geeta Chapter 1).?,46
Are wrong things also done by god?,14
At what age did Arjuna recieve the knowledge of Srimad BhagavadGita from Sri Krishna?,6
Being passionate of something not spiritually good?,30
Best book on Bhagavat Gita?,28
BG 14.8 - What is the source of the scriptural definition of mode of ignorance?,49
BG 4.40 - What does Kṛṣṇa mean by saṁśayātmā (doubting mind)?,46
Bhagavad Geeta 4.14 - How can no work affect Krishna if everything is in Him and He is in everything?,13
Bhagavad Geeta 5.4 - Can one attain samādhi by practicing science?,31
Bhagavad Gita 12 3-4 endorses Advaita as a valid  though hard way for realization. Why do schools who worship a personal Brahman condemn Advaita?,46
Bhagavad Gita and Srimad Bhagavatam - how to reconcile two different viewpoints?,60
Bhagavad Gita and views on other religions?,60
Bhagavad Gita by Lord Krishna,57
Bhagavad Gita for Kids,0
Bhagavad Gita reading,37
Bhagavad Gita was first recited to whom?,56
Bhagavad-Gita Adi Shankara Bhashya text,0
Bhagavad-Gita: As It Is - version without interruptions?,37
Bhagvad gita 18 :66   is surrender to krishna possible without leaving duties,24
Bhagwat Gita Original Version,37
Bhakth prahlad chanting Om Namo Bhagvate Vāsudevāya before the birth of Lord Krishna,13
Bheem v/s Duryodhan Mace Battle in Mahabharata,24
Book recommendation for Ashtavakra Gita with original shlokas,28
Can a person do only Bhakti in his life ? Or Is engaging in wordly activities also necessary?,44
Can anyone share Dhyanmantra for Krishna?,55
Can Arjunas statements in Bhagavad Gita be taken as pramAna i.e.  are they on par with Krishna’s?,16
Can bad karma or sins be really washed away?,47
Can bad things happen to a devotee of god?,42
Can greats scientists and Mathematicians are considered as karma yogi?,17
Can I believe in Sanatan Dharma while not believing in any of the God?,33
Can I follow bhagwat Gita while expecting materialistic enjoyment?,22
Can I write or highlight verses from scriptures?,58
Can Sri Krishna be called a person?,2
can there be any philosophical interpretation of story of Menaka and Vishwamitra?,36
Cant Krishna(God) be considered a friend?,52
Cant Shudras read the Bhagavad Gita?,28
Cause of Evil  as per Theistic Vedanta?,33
Chapter-13  Verse-34: Why Lord Krishna says ... Sun alone lightens the whole universe ...?,34
Characteristics of Good  Bad Times,38
Clarification for verses 40-46 in Chapter 10 of Shiva Geeta,46
Combining and Splitting Words in Sanskrit,58
Concept of Karma in Bhagwad Gita and Buddhism,22
Conflict between Bhagwad Gita  Garuda Puran regarding the Atma/Soul,11
Conflict in interpretation of “dharma”,58
Conflicting idea about Karma in Bhagavad Gita?,11
Confusion with duty ethics as instructed by Lord Krishna,34
Contradiction in the Gita?,60
Contradictory statements in the Bhagavatam and Bhagavad-Gita?,0
Could any one describe what is maya?,61
Destiny vs Efforts,38
Detachment and non fruitful actions,38
Did Adi Shankara say anything about the Ishvara Gita?,29
Did any one use before similar phrase that Sri Krishna used - śhreyān swa-dharmo viguṇaḥ (BG 3.35)?,24
Did Hanuman write a Bhashya on Bhagavad Gita?,56
Did Hanumanji listen to the Bhagavad Gita?Did He “require” the essence of the Bhagavad Gita as such?,60
Did Krishna say in Bhagavad Gita I am in every living being,16
Did Krishna stop time while preaching the Gita to Arjuna?,43
Did Lord Krishna cry ever?,25
Did Oppenheimer quote the Bhagavad Gita after the Trinity test?,29
Did Shri krishna oppose Vedas?,39
Did Sri Krishna really show Viswarupa Darshan to Arjuna or was it merely a projection of Arjunas mind?,53
Did Swami Vivekananda  Paramhamsa Yogananda   Osho Rajneesh really attain Moksha according to Vedic scriptures?,36
Did the Buddha make any reference to Krishna and Gita?,43
Did Vivekananda consider varṇasaṃkara (intermixture of castes) problematic or instead welcome it?,3
Difference between asmita and ahankara?,36
Difference between astika and nastika,31
Difference between Atman  Chetna and Chaitanya?,46
Difference between different types of Gita (Uddhava-Gita  Rudra-Gita etc.),28
Difference between Gita Press Sankshipt version of Puranas with full version Puranas?,0
Do agnis immortality contradicts gita 2:27?,19
Do all gods lie inside of Shri Krishna / Vishnu?,52
Do any commentators interpret from yaja arises rain in BG 3.14 allegorically i.e.  not involving a physical sacrifice  fire and smoke?,36
Do corrupt women also produce Varna-Sankara?,31
Do gita mentioned qualities of godhead?,24
Do Gita talks about or mention Upanishads?,60
Do Gods have to take on an avatar form or can they materialize as themselves?,14
Do our scriptures give way to reduce or cross over Prarabdha Karma?,49
Do our scriptures say anything about how to deal with an abusive parent?,33
Do the teachings of Bhagavad Gita help to defeat diabetes?,22
Do the words of Krishna in the Gita support birth-based caste?,24
Do Vedas suggest multiple rebirths?,58
Do we need guru for doing meditation which is mentioned in Bhagavad Geeta chapter 6?,31
Do we remain unconscious or conscious after death,62
Do we take rebirth if we help others?,30
Do Yajurveda 40.9  Yajurveda 32.3 and Bhagavadgita 7.20 reject idol worship?,3
Does Free Will really exist  even if universe repeats itself in perfect pattern?,33
Does Albert Einsteen Really Read Bhagavad Gita?,41
Does Arjuna ever ask Krishna to prove Himself?,50
Does attachment and love coexist?,47
Does Bhagavad Gita detest atheists?,29
Does Bhagavad Gita reinforce the caste system?,60
Does Bhagavad Gita say anything about whether a person should eat Vegetarian or Non Vegetarian food?,19
Does Bhagavad Gita Sloka 17.23 refer to Brahmanas or Brahmins?,41
Does Bhagavad Gita state that ... Atmaa discards old bodies and assumes new bodies?,11
Does Bhagvad Geeta have multiple versions?,60
Does Bhagvad Gita 8.5 and 8.6 say that karma can be overcome at time of death?,22
Does chanting Hare Krushna mantra means that one is looking for moksha?,36
Does Donation (Daan) give Punnya if person is already having Loan on her/him?,61
Does Geeta advocate the execution of ones dharma according to the varna system?,46
Does Geeta have gender and caste discrimination verses?,3
Does Gita 9.7 contradict the advaita vedantas monism philosophy?,11
Does Gita say bhakti is topmost in any verses?,60
Does Gita support doctrine of eternal samsara?,63
Does god have a mind? If yes  it is an exception for God that body and mind are temporary  only Atma /Brahman is the permanent?,54
Does Hinduism advocate middle path?,8
Does Hinduism forbid worshiping idols or images of God as some of its scriptures suggest?,34
Does Hinduism offer solution for each and every problem of human life?,1
Does Krishna advocate the use of astrology?,52
Does Krishna claim identity with Vishnu as supreme being in Bhagavad Gita?,43
Does Krishna really love any one?,2
Does Krishna say in the Bhagavad Gita that he alone can grant liberation?,24
Does Lord Krishna approve propagation of the Gita worldwide?,16
Does Lord Krishna tell about Kundalini?,39
Does mimamsa accept gita?,28
Does Sanatana Dharma Endorse Animal Sacrifice?,4
Does the Bhagavad Gita actually have 745 shlokas?,60
Does the Bhagavad Gita declare that caste is based on birth?,41
Does the Gita contradict the Vedas in these verses and if yes  is there ANY universally accepted hierarchy of authority among scriptures?,0
Does the Gita have any apocrypha?,22
Does the gita say that the individual essence of who we are is eternal or that only the universal aspect of the self never dies?,58
Does the individual soul actually feel pleasure or pain?,30
Does the soul have thinking power?,38
Does the story of Madhavrao Peshva contradict the BhavaghadGita?,19
Does Vishnu love or not love?,34
Doesnt the concept of Karma Yoga contradict modern Psychology?,26
doubt about contradiction,4
doubt/question about karma yoga,8
Dyana Yog Vs Karma/Bhakti Yog,31
Explain this hidden secret of the gita by abhinava gupta,60
Explaining the supreme secret of Bhagvad Gita,60
Explanation of SrimadBhagwadGita verse 18.66,3
For Lay Followers can you give beautiful verses which shows greatness of lord shiva in ishwara and shiva gita . English translation transliteration,22
Gita Chapter-5  Verse-2: Why does Lord Krishna say that karma yoga is superior to karma sannyās?,3
Giving Alms (Donation/charity) with the intention of getting merit will give me merit?,21
God will never give you a cross that you cannot carry,54
Good karma yields good results. What is role of GOD here?,14
Growing animals and killing for food is not a sin?,54
Gunas and Varna better explanation,19
Has anyone translated Commentary of Vallabhacharya on Gita?,28
Has Krishna said explicitly how to measure spiritual advancement?,34
Have the currently available Bhagavad Gita versions somehow changed over time?,37
Have there been any non-Vedantic commentaries on the Bhagavad Gita?,37
How and when did Arjuna conquer sleep?,35
How Arjuna fought against Bhishma  Drona without Gita Gyan?,6
How Bhagavad Gita benefits us?,63
How can a soul enjoy or suffer when it is not harmed by anything?,30
How can all deities be equal when the Bhagavad Gita says the opposite?,40
How can Arjuna undergo viswa rupa darshan if he is a part of universe?,55
How can Brahman in unmanifested state reduce to the size of half a thumb?,61
How can I make my work devotional?,38
How can I work without desires?,38
How can kama and moksha co-exist?,61
How can one attain divine grace while enjoying/using the sense pleasure or sense object?,30
How can we lead a life without attachments?,30
How can we think of Krishna if we havent seen him?,2
How come Vyasa rejected Panchratra Agamas in Vedanta Sutras yet referred back to Bhagavad Gita which is also considered to be a Panchratra scripture?,60
How could everything happens is for good only?,5
How could King Janaka study Bhagavad-Gita?,0
How did Arjun conquer sleep ( acquire name gudakesha)and how one can conquer that?,35
