question,Cluster_Label
Should we abandon all sacrifices and austerities? What are the means of purification for the wise?,12
Is there any need of performing the rituals and sacrifices?,12
Is it good to renounce rituals and sacrifices?,12
What happens to those who abandon the rituals and sacrifices?,12
What is a sattvic way of performing rituals and sacrifices?,12
What are the characteristics of a sattvic person? What are the characteristics of a pure person?,4
Is it possible to completely abandon actions? Is it possible to completely give up actions?,32
What are the kinds of fruits of actions?,32
What are the causes that lead to accomplishment of all actions?,32
What are the causes that determine the fruits of our actions?,32
Do all actions have similar causes at a fundamental level?,32
Can everyone perceive the self?,35
What kind of attitude should we have while performing action? Who is the doer of all actions?,32
What incites a person to act? What incites a person to perform action?,32
How many kinds of knowledge are there? How many kinds of actions are there?,59
Which knowledge is considered to be sattvic? ,59
What kind of knowledge is considered to be rajasic?,59
What kind of knowledge is considered to be tamasic?,59
Which action is considered to be sattvic?,22
What kind of action is considered to be rajasic?,32
What kind of action is considered to be tamasic?,22
What kind of person is considered sattvic?,22
What kind of person is considered rajasic?,4
What kind of person is considered tamasic?,22
What are the different kinds of buddhi?,51
What kind of buddhi is considered sattvic?,22
What kind of buddhi is considered rajasic?,4
What kind of buddhi is considered tamasic?,22
What kind of firmness is considered sattvic?,22
What kind of firmness is considered rajasic?,4
What kind of firmness is considered tamasic?,22
How many kinds of pleasures are there?,17
What kind of pleasure is considered sattvic?,17
What kind of pleasure is considered rajasic?,17
What kind of pleasure is considered tamasic?,17
Is there anyone in this universe free from the three gunas?,54
What is the varna system in Hinduism? What is the caste system in Hinduism? Is caste decided by birth or by personal preference? Is varna decided by birth or by personal preference?,43
Who is a Brahmin? What are the qualities of a Brahmin?,4
Who is a Kshatriya? What are the qualities of a Kshatriya?,4
Who is a shudra? What are the qualities of a shudra?,4
What happens to those who are devoted to their duty?,37
How can we reach perfection? How can we acquire power?,9
Is it alright to do things out of force? Should we do what we are truly good at or what others want us to do?,41
Should we give up our work if we are unable to do it perfectly? Should we give up our work if we are unable to do it well?,15
What happens to those who are unattached? What happens to those who are detached? What happens to those who are free from all desires?,37
Where does Krishna talk about the process of attaining Brahman?,50
How can we attain Brahman?,50
Does solitude help in attaining Brahman?,50
Is ego a hindrance in attaining Brahman?,50
What happens to those who attain the state of Brahman?,37
What is the primary ingredient for spiritual growth? Is Bhakti useful for spiritual growth? Is Bhakti necessary for spiritual growth?,36
Is God's grace required for spiritual growth?,36
What is the concept of surrender? Why should we surrender to God?,48
Is God kind to his devotees? What happens if we do not pay heed to God?,48
Was it possible for Arjuna to actually give up fighting in the war?,18
Is there free will? Is destiny more powerful than free will? Are we free to decide what to do?,56
Does God reside in all beings?,27
Why should we worship God? Why should we pray to God? What happens by prayer or worship?,10
Was Arjuna free to decide not to fight?,18
Why did Krishna teach the knowledge of Yoga to Arjuna? Why did Krishna choose Arjuna to deliver his message?,44
What did Krishna ask Arjuna to do finally? Did Krishna assure Arjuna of victory in the war?,18
Did Krishna assure Arjuna of liberation or salvation? What is the core message of the Gita? What is the essence of the Gita? What is the most important verse in the Gita?,44
Should the knowledge of Yoga be imparted to everybody?,23
What happens to those who spread the message of the Gita? ,49
Does God like those who serve others?,48
What happens to those who indulge in dialogue and debate about the scriptures? Is it advisable to indulge in dialogue and debate abou the scriptures?,37
What happens to those who listen to this knowledge with faith?,37
What did Krishna finally ask Arjuna at the end of the Gita?,44
Did Arjuna's delusion get destroyed?,26
Did Sanjaya have any physical signs of emotion after completion of the Gita?,34
By whose grace did Sanjaya get to hear the Gita?,34
Was Sanjaya happy after hearing the full Gita?,34
Why was Sanjaya happy after hearing the full Gita?,34
What did Sanjaya predict about the war?,34
When does Yoga commence? When should I start doing Yoga?,23
What is the purpose of Yoga?,23
What is the end result of Yoga practice?,23
What is the usual state of our awareness? How does the mind behave when it is not controlled?,20
What are the different types of thoughts? How many types of mental modifications are there? Into how many categories can our thoughts be divided?,63
What are the five types of mental modifications? What are the five kinds of thoughts in Yoga?,38
What constitutes right perception? What are the methods to acquire right perception? What is right perception?,63
What is wrong knowledge? What is error?,2
Define Imagination? What is imagination? What is fantasy?,63
Define the state of mind in sleep? What is sleep state? Is sleep a mental modification?,25
Define memory? What is memory?,63
What are the methods to achieve the goal of Yoga? What are the methods to quieten the fluctuations of the mind? What are the means to calm your thoughts? What is the importance of practice and dispassion?,31
Define Practice? What is 'practice'? ,41
Define the characteristics of 'practice'? What are the features of 'practice'? What kind of practice quietens the fluctuations of the mind?,38
What constitutes dispassion or detachment? What are the characteristics of dispassion? What are the signs of successful dispassion?,31
What is the attribute of an elevated level of dispassion? What happens when highest level of dispassion is reached?,38
What are the levels of meditative absorbtion? What are the stages of meditative absorbtion?,38
What is the last level of meditative absorption? What happens at the highest level of meditative absorption? ,38
What happens if the meditative absorption is incomplete? ,38
What are the various paths to realisation?,9
Does intense practice help in achieving realisation?,41
What are the various levels of Yoga practice?,23
What is the other singular path to achieve the (highest level of) meditative absorption? Do Yogis believe in God? Does praying to God help in Yoga? How does praying to God help?,38
What is the nature of God? ,27
Describe the characteristics of God?,27
Who is considered as the primordial teacher? Who is considered as the original teacher? Who is considered as the primordial master? Who is considered as the original master? Who is considered as the primordial Guru? Who is considered as the original Guru?,31
What name represents God? What sound represents God? What is God's name?,27
How should one take the name of God? What is the effective way to utter the name of God?,10
What is the benefit of taking the name of God? What happens if one utters God's name in the prescribed manner?,10
How many kinds of distractions of mind are there? What are the types of barriers in the path of Yoga?,38
What are the effects of a distracted mind? What symptoms create the barriers on the path of Yoga?,38
What singular factor can alleviate the distractions of mind? How can one combat distractions of mind and its accompanying symptms?,20
What are the other means to calm mental distractions? What constitutes emotional intelligence in Yoga? ,38
How to calm the mental distractions through breath control? ,20
How to calm the mind using the senses?,20
What are some other means to calm mental distractions? How can we achieve stillness of mind?,20
Does holy company help in Yoga?,23
Can dreams help in Yoga? Are dreams relevant for Yoga?,23
Can focus on anything of one's (satvik) choice help in calming the mind? Can we focus of something of our choice? What should we focus on during meditation? How should we medidate?,3
What kind of ability is gained by those who have controlled their mental distractions? What powers accrue when one calms down their mind?,20
What are the qualities of a mind ready for higher level of meditative absorption? What is samapatti?,38
What are the stages of cognition for a mind ready for meditative absorption? What is savitarka samapatti?,38
How does the cognition of a mind at the higher level of mediative absorption appear? What is nirvitarka samapatti?,38
What is/are the subject matter of the mind at the higher levels of meditative absorption? What is savichara state? What is nirvichara state?,38
What are the details of the subject matter of the mind at the higher levels of meditative absorption?,38
What name is given to the all these higher level of meditative absorption collectively? What are the higher levels of meditative absorption collectively reffered to as? What is sabija samadhi? What are the four stages of sabija samadhi?,38
What happens if one successfully goes past these higher level of meditative absorption? What happens when the state of nirvichara is achieved?,38
How does the mind behave once passed the higher levels of meditation? What special quality is bestowed once the mind succesfully achieves the higher levels of meditation? Can one fall even after reaching nirvichara state?,38
What is special about the knowledge gained after reaching nirvichara state?,59
Can other impressions arise even after reaching the nirvichara state?,16
What happens when the impressions present in the nirvichara state come to an end?,16
What is Kriya Yoga? What constitutes Kriya Yoga? Is devotion to God a part of Yoga? Is devotion to God a part of Kriya Yoga?,31
What does a (successful) practice of Kriya Yoga leads to? What are the effects of Kriya Yoga? What are the fruits of Kriya Yoga? How can we eliminate suffering?,31
What are kleshas? What are the barriers on the path of Yoga? How many kinds of barriers occur in the path of Yoga? What are the causes of suffering? Why do we suffer?,31
What is the origin of kleshas? What is the fundamental causative factor of the barriers to Yoga? What is the breeding ground for kleshas? What are the different kinds of sufferings?,31
What is ignorance? What happens in a state of Ignorance? What is the state of confusion?,2
What is Ego?,25
What is Attachment? What is the cause of desire? What is the cause of pleasure?,17
What is Aversion? What is the cause of sufferings?,61
Do the wise also fear death?,19
When does one get rid of kleshas? Is it possible to destroy kleshas? Is it possible to end our suffering?,39
How does meditation help in eliminating suffering?,3
What is the relationship between kleshas and samskaras?,39
What are the effects of kleshas?,39
How does kleshas affect the experience of life?,39
Why are kleshas considered to be strong barriers in the path of Yoga? ,39
Is it possible to prevent sorrow from arising in our mind?,61
What is the fundamental reason of sorrow? What is the root cause of sorrow?,61
What are the characteristics of Drishya (the seen)? What is the relationship between the Seer and the Seen (Drasta and the Drishya)? What is the world composed of? What is the cause of sensual experience?,31
What are the levels of Drishya (the seen)? What are the levels of nature? ,38
What are the attributes of Drishta (the Seer)? What are the attributes of consciousness? What are the attributes of awareness?,38
Is the Drasta and the Drishya interdependent? Why did God create the world? Why did God create the universe?,56
Why does the Drishya perpetuates? Does the Drishya end? Does the world cease to exist when we achieve moksha? Does the world cease to exist when we achieve liberation? Does the world cease to exist when we achieve realisation?,14
What is the nature of the coupling or the association between the Drashta and the Drishya?,43
What is the reason of the conjuntion between the Drashta and the Drishya? What causes Purusha to get associated with Prakriti?,33
What is Kaivalya? What happens in the state of liberation? What is state of liberation with respect to Drasta and Drishya? How can Purusha be disassociated with Prakriti?,33
What path leads one to Kailvalya or Liberation? What trait is required to get on the path towards Liberation? What path is to be followed after the mind gets established in the higher levels of meditation (Ritambhara Pragya)?,31
How many cognitive levels does the path towards liberation have?,38
What practice leads on to the path towards liberation? What is the tool which enables one to cover the path towards liberation? How does Yoga establish one on the path towards liberation?,31
What constitutes Astanga Yoga? How many limbs does Yoga have? What are the names of the limbs of Yoga? What is the eightfold path of Yoga?,31
What are social disciplines? How many social disciplines are there? What constitutes social disciplines? What are the names of social disciplines? What are yamas? What is yama?,31
When does social disciplines become firmly established? When does social disciplines become unshakable vows?,41
How many personal observances are there? What are Niyamas? What constitutes personal observances? What are the names of all personal observances? What is niyama?,31
What should be done to combat the negative feelings towards the practice of social disciplines and personal observances?,41
What are the features of negative feelings? What are the details of the negative feelings one encounters on the path of Yoga? What kind of negative feelings one faces in the path of Yoga and how to counter them?,31
What are the merits of practicing non-violence? WHat happens when one gets firmly established in the virtue of non-violence?,41
What are the merits of practicing truthfulness? What happens when one gets firmly established in the virtue of truthfulness?,41
What are the benefits of non-stealth? What happens when one firmly refrains from stealing?,41
What is the worth of unshakable celibacy? Is celibacy useful in spirituality? Is celibacy useful?,36
What is the reward of establishing oneself in the virtue of non-hoarding? Can we remember our past births?,41
What are the benefits of practicing (physical) cleanliness?,41
What are the benefits of mental cleanliness?,41
What is the reward of cultivating contentment?,17
What are the benefits of successful practice of austerity (intense discipline)? ,41
What is the merit of self reflection (self-study)? How can strengthen our relation with God?,27
What is the reward for devotion towards God? What is the reward for devotion towards Ishvara?,10
What qualifies as psychophysical posture? What are the qualities of psychophysical posture?,38
What is the means to achieve psychophysical posture? What is the method to establish oneself in psychophysical posture?,3
What is the marker to gauge the success in psychophysical posture? WHat is the fruit of performing asana? What is the effect of psychophysical posture? What does practice of psychophysical posture result in?,31
What constitutes Pranayama? What constitutes Breath Control in Yoga? What is the prerequsite to the practice of breath control?,31
"What are the types of Pranayama? What are the types of breath control? What are the names, types and details of the breath control?",31
WHat is the fourth type of breath control called? What constitutes the fourth type of breath control?,51
What is the eventual outcome of breath control? ,16
What is the benefit of breath control? What is the pre-requisite for meditation in Yoga? ,23
What constitutes as withdrawl of the senses for meditation? What is withdrawl of the senses for meditation? ,38
What is the result of withdrawl of the senses for meditation? What is the fruit of withdrawl of the senses for meditation? What is the marker for success in withdrawl of the senses for meditation?,31
How to focus? How to concentrate? What is concentration? What is focus?,63
What actually happens in meditation? How do we know we are meditating?,38
How to know one has succeeded in developing focus or concentration? What is the sign of success in developing focus or concentration? How to develop single pointedness? How to acheive Shunyata?,9
What is Samyama? What is Sanyam? What is the pure state of cognition?,38
What are the fruits or rewards of Samyama or Sanyam? How to develop insight? Why should one practice/develop concentration?,38
Why should one practice Yoga sequentially? What is the importance of doing Yoga sequentially?,23
What are the subtle paths of Yoga? How many subtle limbs of Yoga are there? How many categories are the eight paths of Yoga divided in? ,31
Which limb(s) of Yoga preceeds the deepest meditaive absorption? What happens when all the eight limbs of Astanga Yoga reach their conclusion?,23
What happens when the 'nirodha' state of mind is achieved? How to know that the mind is controlled? How does the mind behave when it has been controlled? ,38
Why does the mind behave in an uncontrolled manner? What is the reason for the continous thoughts on our mind? ,25
How does the mind behave when it enters deep concentration? What happens to chitta or the mind after liberation? What happens to chitta or the mind in samadhi?,38
How does the mind behave during the process of deep meditation?,38
How does the changes in the material world appear as we progress in meditation? What are the levels at which changes in the material world can be noticed/observed as we progress in our ability to meditate?,38
What aspects of 'observation' does not change as we progress towards deeper awareness?,63
How does one interpret the transformation appearing while one meditates?,16
How does our awareness refine as we meditate? ,38
How does the discipline of Yoga/Samyama/meditation translates into increased awareness/insight? ,38
How does the ability to know the contents of the past lives gained? What powers comes with deep meditation?,38
How does the power to read other's mind accquired? ,63
 Does confusion arise in the mind of yogi/person who can read other's mind (due to mixing of contents)?,63
How does the yogic/mysic power of invisibilty achieved? What is the science behind the power of being invisible?,9
Can one accquire insight into death? How does insight into death developed by meditation?,38
How does meditation give strength? What should one focus upon to gain strength? What is the role of friendliness in meditation? ,3
How does one accquire immense strength by Yoga and meditation? Can one become physically strong by meditation?,23
How does one obtain power to know remote things?  Can one know about things one cannot see by Yoga/meditation? How does one gain knowledge about secrets of body by meditation/Yoga? ,9
How does one gain knowledge about secrets of universe by meditation/Yoga? Can one know about secrets of universe by meditation/Yoga? ,9
How does meditation on pole star affect us? Can one know about position of stars? ,9
Can we gain knowledge of astrology by meditation? What is the significance of meditation on stars?,9
How does meditation on navel affect us? Can one know all about the organization of the body? Can we gain knowledge of body by meditation? What is the significance of meditation on navel? Can one know about secrets of body by meditation/Yoga? ,31
How does one gain control over hunger and thirst by Yoga/meditation? What is the importance of intense meditation on the pit of throat? Can one exert control over one's hunger and thirst by Yoga/meditation?,31
How does one achieve stability/steadiness by intense focus? Can Yoga/meditation confer stability/steadiness? What can one do to achieve stability?,3
How does one accquire visionary sight? How can one accquire supernatural powers? Can Yoga/meditation confer supernatural powers?,9
How does knowledge about everything gained? Can one know about everything? What is the importance of intuition?,59
Can one know everything about mind and its functions? How does one know about mind and its functions? What is the importance of meditating on the heart (region)? ,25
How does one usually perceive consciousness or awareness of the self? What is the role of 'the self' ? How does the knowledge of the 'self arises'? What is the importance of the worldly experience?,63
What powers does one accquire by having intuition? How can one develop mystical/divine sense experiences?,9
Are supernatural powers desirable on the path of Yoga? Does supernatural powers help in Yoga progress? How does siddhis/supernatural powers help in Yoga?,23
How does detachment help in Yoga? What is the importance of detachment in Yoga? What is the importance of perfectly knowing the the behaviour of the mind? What (supernatural) powers are accquired by developing detachment and thorough knowledge/behaviour of the mind? Is it possible to perfectly know the behaviour of the mind?,31
How does perfect control over various pranas (5 pranas) benefit? What is the importance of perfect control over sub-prana called Udaana? How does one levitate by the knowledge of Yoga? How is the power to levitate accquired through Yoga? ,31
How does perfect control over sub-prana Saamana help in Yoga? What is the importance of perfect control over sub-prana Saamana? How is radiant aura achieved/accquired by Yoga?,31
How can one attain divine hearing?,9
How can one travel through space?,9
How can we become disembodied?,16
How can we attain mastery over nature?,9
What is anima? Can we reduce our size through Yoga? Can we transcend the laws of nature? Can Yoga help us in going beyond nature? Name the most popular siddhis attained by Yoga?,31
Does the body become more powerful due to Yoga? Can Yoga make our body more powerful?,23
What is asmita? Can we gain control over our senses by Yoga?,23
Can we perceive things beyond the senses through Yoga?,23
How can we become knower of all? How can we gain mastery over ourselves?,59
Does self-mastery lead to happiness?,41
Should we answer the call of divine beings?,27
What happens when we meditate on time?,1
How can we learn to differentiate between similar things?,63
How can we attain liberating discernment?,9
What happens when our intellect becomes pure? Can intellect become as pure as consciousness? Can intellect become as pure as awareness? ,25
What are the ways of attaining mystic powers? Can herbs lead to mystic powers? Can mantras lead to mystic powers? Can someone acquire mystic powers by birth?,9
How does evolution happen? How do living beings evolve?,40
What causes transformation from one form to another?,16
What holds the mind in its place? What causes the mind to be assembled?,25
How do we perceive the sequence of conscious events?,63
Does meditation also lead to accumulation of impressions?,38
Can the actions of a Yoga be categorised as good or bad?,23
What are the outcomes of the three fold action?,32
Are memory and samskaras different or the same? Are samskaras same as memory?,39
Do the samskaras have a beginning? Does the universe have a beginning? Do our mental impressions have a beginning? Do our mental impressions get created at birth? When does our mind start accumulating impressions? When does our mind start to learn? Is a child born with a blank state?,63
What are the pillars that sustain samskaras?,39
What do the past and future represent?,56
Where does time originate from?,1
Why does time seem to flow uniformly?,1
Is the mind made up of the same elements as physical objects? What is the difference between the mind and physical body? What is the difference between the mind and physical objects?,63
Does the existence of an object depend on the mind? Does the moon exist when no one is watching? Do objects exist when no one is watching?,63
When does an object become known by the mind? What is the role of attention in perception?,63
Does the soul know the permutations of the mind? Does the soul know the mind? Does Purusha know the mind?,63
Is the mind self-illuminating? Does consciousness originate in the mind? Is mind the origin of consciousness?,25
Can we observe both the mind and the objects at the same time?,35
Can one mind be cognized by another mind? Can one mind be experienced by another mind?,35
How does consciousness become aware of its own intelligence?,63
How does the mind become aware of objects? How does the mind experience the objects? How does the mind observe the universe?,63
What is the purpose of the mind?,25
What happens if we can see the difference between the mind and the soul?,35
What does the mind seek after discrimination arises?,16
Does the mind of a Yogi remain focussed all the time?,24
Do our samskaras cause suffering?,61
What is dharma megha samadhi? Should we be detached with the fruits of meditation?,3
Can Karma also cease to exist?,11
Can humans reach a state of omniscience?,35
Can the permutations of the Gunas cease?,54
How do we perceive time? What is time?,1
What is ultimate liberation? What happens to Prakriti when Purusha attains liberation?,33
Karmanye vadhikaraste Ma Phaleshu Kadachana Similar shlokas from Vedas and Upanishadas?,28
One achieves knowledge and indifference at the same time Andr Weil reference to the Gita. Source?,49
Peace is reserved for the worthy....if Adharma wants war  Dharma will give it war! is this quote from the Gita or any other Hindu Scriptures?,8
Sarva Dharman Parityejya Mamekam Sharanam Vraja... in Shiva Gita?,53
A Nyayaikas commentary on Bhagavad Gita,21
A riddle on bhagavad gita?,60
Abhinava Guptas bhashyam for Srimad Bhagavad Gita?,60
About the conception of the Bhagwad Gita,60
According to Bhagvad Gita  Lord Krishna is the ultimate God. So why are there other beliefs in Hinduism?,8
According to Dvaita philosophy  how does a Jivatma view another Jivatma in Vaikuntha?,30
According to Gita   how can a person do repentance if he/she cannot fulfill the promise (mannat),49
According to srimad bhagvatam and Vishnu purana is saguna brahman superior to nirguna brahman?,50
Advaita Vedanta Gitas,7
Am I allowed to enjoy work while following the path of Karma Yoga?,11
Any easy way for moksha,14
Apart from living beings  does Paramatma exist in atoms of non living material world also?,40
Are aggressive sages like Durvasa not true sages?,46
Are anthropomorphic features of Krishna referred to during the preaching of the Gita?,8
Are badrayana and ved vyas the same person?,30
Are BG 8.23 - 8.26 interpolations?,30
Are ego and attachment evil qualities as per Vedas?,29
Are Gods different for different religions? Whom to believe?,10
Are gods in Hinduism completely metaphorical and anthropomorphisation of normal objects?,10
Are humans superior to other animals according to Vedas  Bhagavad Gita and Upanishads?,7
Are lord Ganesh  Lord Subramanya Swamy and Lord Ayyappa are gods or demigods according to bhagavad geeta,30
Are name and form sat or asat?,22
Are some richas in Rigveda dedicated to Vishnu from Adityas and not from Trinity?,42
Are the words inside Bhagvad Gita exactly the same words used in actual conversation (ie  used By Lord Krishna and Arjuna)?,52
Are there any classifications of death,58
Are there any English translations of Madhvas and Ramanujas Gita Bhasya?,45
Are there any real immortals - since that would contradict Bhagavad Gita 2-27?,21
Are we Sankaras ( संकर according to Bhagavat Geeta Chapter 1).?,39
Are wrong things also done by god?,6
At what age did Arjuna recieve the knowledge of Srimad BhagavadGita from Sri Krishna?,44
Being passionate of something not spiritually good?,36
Best book on Bhagavat Gita?,21
BG 14.8 - What is the source of the scriptural definition of mode of ignorance?,2
BG 4.40 - What does Kṛṣṇa mean by saṁśayātmā (doubting mind)?,39
Bhagavad Geeta 4.14 - How can no work affect Krishna if everything is in Him and He is in everything?,55
Bhagavad Geeta 5.4 - Can one attain samādhi by practicing science?,0
Bhagavad Gita 12 3-4 endorses Advaita as a valid  though hard way for realization. Why do schools who worship a personal Brahman condemn Advaita?,50
Bhagavad Gita and Srimad Bhagavatam - how to reconcile two different viewpoints?,52
Bhagavad Gita and views on other religions?,60
Bhagavad Gita by Lord Krishna,60
Bhagavad Gita for Kids,57
Bhagavad Gita reading,57
Bhagavad Gita was first recited to whom?,60
Bhagavad-Gita Adi Shankara Bhashya text,42
Bhagavad-Gita: As It Is - version without interruptions?,60
Bhagvad gita 18 :66   is surrender to krishna possible without leaving duties,8
Bhagwat Gita Original Version,53
Bhakth prahlad chanting Om Namo Bhagvate Vāsudevāya before the birth of Lord Krishna,13
Bheem v/s Duryodhan Mace Battle in Mahabharata,46
Book recommendation for Ashtavakra Gita with original shlokas,57
Can a person do only Bhakti in his life ? Or Is engaging in wordly activities also necessary?,41
Can anyone share Dhyanmantra for Krishna?,55
Can Arjunas statements in Bhagavad Gita be taken as pramAna i.e.  are they on par with Krishna’s?,44
Can bad karma or sins be really washed away?,6
Can bad things happen to a devotee of god?,6
Can greats scientists and Mathematicians are considered as karma yogi?,11
Can I believe in Sanatan Dharma while not believing in any of the God?,10
Can I follow bhagwat Gita while expecting materialistic enjoyment?,49
Can I write or highlight verses from scriptures?,62
Can Sri Krishna be called a person?,55
can there be any philosophical interpretation of story of Menaka and Vishwamitra?,14
Cant Krishna(God) be considered a friend?,47
Cant Shudras read the Bhagavad Gita?,57
Cause of Evil  as per Theistic Vedanta?,29
Chapter-13  Verse-34: Why Lord Krishna says ... Sun alone lightens the whole universe ...?,55
Characteristics of Good  Bad Times,29
Clarification for verses 40-46 in Chapter 10 of Shiva Geeta,30
Combining and Splitting Words in Sanskrit,14
Concept of Karma in Bhagwad Gita and Buddhism,11
Conflict between Bhagwad Gita  Garuda Puran regarding the Atma/Soul,49
Conflict in interpretation of “dharma”,30
Conflicting idea about Karma in Bhagavad Gita?,11
Confusion with duty ethics as instructed by Lord Krishna,15
Contradiction in the Gita?,49
Contradictory statements in the Bhagavatam and Bhagavad-Gita?,52
Could any one describe what is maya?,4
Destiny vs Efforts,41
Detachment and non fruitful actions,32
Did Adi Shankara say anything about the Ishvara Gita?,42
Did any one use before similar phrase that Sri Krishna used - śhreyān swa-dharmo viguṇaḥ (BG 3.35)?,8
Did Hanuman write a Bhashya on Bhagavad Gita?,60
Did Hanumanji listen to the Bhagavad Gita?Did He “require” the essence of the Bhagavad Gita as such?,60
Did Krishna say in Bhagavad Gita I am in every living being,8
Did Krishna stop time while preaching the Gita to Arjuna?,44
Did Lord Krishna cry ever?,55
Did Oppenheimer quote the Bhagavad Gita after the Trinity test?,60
Did Shri krishna oppose Vedas?,13
Did Sri Krishna really show Viswarupa Darshan to Arjuna or was it merely a projection of Arjunas mind?,13
Did Swami Vivekananda  Paramhamsa Yogananda   Osho Rajneesh really attain Moksha according to Vedic scriptures?,14
Did the Buddha make any reference to Krishna and Gita?,8
Did Vivekananda consider varṇasaṃkara (intermixture of castes) problematic or instead welcome it?,43
Difference between asmita and ahankara?,39
Difference between astika and nastika,39
Difference between Atman  Chetna and Chaitanya?,52
Difference between different types of Gita (Uddhava-Gita  Rudra-Gita etc.),52
Difference between Gita Press Sankshipt version of Puranas with full version Puranas?,52
Do agnis immortality contradicts gita 2:27?,49
Do all gods lie inside of Shri Krishna / Vishnu?,47
Do any commentators interpret from yaja arises rain in BG 3.14 allegorically i.e.  not involving a physical sacrifice  fire and smoke?,5
Do corrupt women also produce Varna-Sankara?,0
Do gita mentioned qualities of godhead?,7
Do Gita talks about or mention Upanishads?,7
Do Gods have to take on an avatar form or can they materialize as themselves?,10
Do our scriptures give way to reduce or cross over Prarabdha Karma?,11
Do our scriptures say anything about how to deal with an abusive parent?,6
Do the teachings of Bhagavad Gita help to defeat diabetes?,60
Do the words of Krishna in the Gita support birth-based caste?,8
Do Vedas suggest multiple rebirths?,40
Do we need guru for doing meditation which is mentioned in Bhagavad Geeta chapter 6?,23
Do we remain unconscious or conscious after death,58
Do we take rebirth if we help others?,37
Do Yajurveda 40.9  Yajurveda 32.3 and Bhagavadgita 7.20 reject idol worship?,30
Does Free Will really exist  even if universe repeats itself in perfect pattern?,40
Does Albert Einsteen Really Read Bhagavad Gita?,57
Does Arjuna ever ask Krishna to prove Himself?,44
Does attachment and love coexist?,17
Does Bhagavad Gita detest atheists?,60
Does Bhagavad Gita reinforce the caste system?,60
Does Bhagavad Gita say anything about whether a person should eat Vegetarian or Non Vegetarian food?,60
Does Bhagavad Gita Sloka 17.23 refer to Brahmanas or Brahmins?,50
Does Bhagavad Gita state that ... Atmaa discards old bodies and assumes new bodies?,49
Does Bhagvad Geeta have multiple versions?,30
Does Bhagvad Gita 8.5 and 8.6 say that karma can be overcome at time of death?,11
Does chanting Hare Krushna mantra means that one is looking for moksha?,14
Does Donation (Daan) give Punnya if person is already having Loan on her/him?,12
Does Geeta advocate the execution of ones dharma according to the varna system?,30
Does Geeta have gender and caste discrimination verses?,43
Does Gita 9.7 contradict the advaita vedantas monism philosophy?,7
Does Gita say bhakti is topmost in any verses?,53
Does Gita support doctrine of eternal samsara?,49
Does god have a mind? If yes  it is an exception for God that body and mind are temporary  only Atma /Brahman is the permanent?,25
Does Hinduism advocate middle path?,43
Does Hinduism forbid worshiping idols or images of God as some of its scriptures suggest?,10
Does Hinduism offer solution for each and every problem of human life?,0
Does Krishna advocate the use of astrology?,55
Does Krishna claim identity with Vishnu as supreme being in Bhagavad Gita?,8
Does Krishna really love any one?,55
Does Krishna say in the Bhagavad Gita that he alone can grant liberation?,8
Does Lord Krishna approve propagation of the Gita worldwide?,8
Does Lord Krishna tell about Kundalini?,55
Does mimamsa accept gita?,53
Does Sanatana Dharma Endorse Animal Sacrifice?,12
Does the Bhagavad Gita actually have 745 shlokas?,21
Does the Bhagavad Gita declare that caste is based on birth?,43
Does the Gita contradict the Vedas in these verses and if yes  is there ANY universally accepted hierarchy of authority among scriptures?,7
Does the Gita have any apocrypha?,7
Does the gita say that the individual essence of who we are is eternal or that only the universal aspect of the self never dies?,40
Does the individual soul actually feel pleasure or pain?,17
Does the soul have thinking power?,25
Does the story of Madhavrao Peshva contradict the BhavaghadGita?,30
Does Vishnu love or not love?,47
Doesnt the concept of Karma Yoga contradict modern Psychology?,11
doubt about contradiction,30
doubt/question about karma yoga,11
Dyana Yog Vs Karma/Bhakti Yog,11
Explain this hidden secret of the gita by abhinava gupta,5
Explaining the supreme secret of Bhagvad Gita,60
Explanation of SrimadBhagwadGita verse 18.66,5
For Lay Followers can you give beautiful verses which shows greatness of lord shiva in ishwara and shiva gita . English translation transliteration,45
Gita Chapter-5  Verse-2: Why does Lord Krishna say that karma yoga is superior to karma sannyās?,11
Giving Alms (Donation/charity) with the intention of getting merit will give me merit?,12
God will never give you a cross that you cannot carry,48
Good karma yields good results. What is role of GOD here?,6
Growing animals and killing for food is not a sin?,6
Gunas and Varna better explanation,30
Has anyone translated Commentary of Vallabhacharya on Gita?,45
Has Krishna said explicitly how to measure spiritual advancement?,55
Have the currently available Bhagavad Gita versions somehow changed over time?,21
Have there been any non-Vedantic commentaries on the Bhagavad Gita?,21
How and when did Arjuna conquer sleep?,18
How Arjuna fought against Bhishma  Drona without Gita Gyan?,18
How Bhagavad Gita benefits us?,60
How can a soul enjoy or suffer when it is not harmed by anything?,17
How can all deities be equal when the Bhagavad Gita says the opposite?,49
How can Arjuna undergo viswa rupa darshan if he is a part of universe?,13
How can Brahman in unmanifested state reduce to the size of half a thumb?,50
How can I make my work devotional?,15
How can I work without desires?,15
How can kama and moksha co-exist?,14
How can one attain divine grace while enjoying/using the sense pleasure or sense object?,17
How can we lead a life without attachments?,17
How can we think of Krishna if we havent seen him?,55
How come Vyasa rejected Panchratra Agamas in Vedanta Sutras yet referred back to Bhagavad Gita which is also considered to be a Panchratra scripture?,7
How could everything happens is for good only?,6
How could King Janaka study Bhagavad-Gita?,57
How did Arjun conquer sleep ( acquire name gudakesha)and how one can conquer that?,18
